RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	PNAME	PHONE	DOE	DOC
19900011	1990	SMITH R E INTERESTS	18357	P.O. BOX 976	SNYDER	SCURRY	TX	79549						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JOHN LACIK	9155739517	1/16/1991 0:00	7/22/1991 0:00
19900012	1990	CLAY PIPELINE CO	25091	P.O. DRAWER G	JACKSBORO	JACK	TX	76056						TX	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MARILYN COOK	8175675527	1/16/1991 0:00	7/22/1991 0:00
19900013	1990	UNION CARBIDE CHEMICALS & PLASTICS CO INC	20046	437 MACCORKLE AVENUE	SOUTH CHARLESTON	KANAWHA	WV	25303						WV	139	30	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	85	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	85	0	0	0	169	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WILLIAM B. TROUTMAN	3047472112	1/16/1991 0:00	7/22/1991 0:00
19900014	1990	BRYAN WOODBINE GATHERING INC	3734	2350 STATE HWY. 6 NORTH	BRYAN	BRAZOS	TX	77803	"1400 S. STATE HWY, 6, SUITE A-200"	BRYAN	BRAZOS	TX	77802	TX	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"TONY M. DYSON, PIPELINE SUPT."	4097758046	1/16/1991 0:00	7/22/1991 0:00
19900015	1990	METRO GAS CO	12395	107 SOUTH BROADWAY	EDMOND	OKLAHOMA	OK	73034						OK	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHRISTOPHER T. HOKE	4053411779	1/16/1991 0:00	7/22/1991 0:00
19900016	1990	STONE & WEBSTER OIL CO INC	25127	"1100 MILAM BUILDING, SUITE 3434"	HOUSTON	HARRIS	TX	77002						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"WALTER B. TREYBIG, JR. EXEC. VP"	7136580351	1/16/1991 0:00	7/22/1991 0:00
19900017	1990	USX CORP (EX: US STEEL CORP)	20237	P.O. BOX 2200	BESSEMER	JEFFERSON	AL	35021						AL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"WILLIAM RHODES, GASFIELD SUPERVISOR"	2054916573	1/16/1991 0:00	7/22/1991 0:00
19900018	1990	MALLARD PIPELINE CO	12057	"2400 AUGUSTA, SUITE 212"	HOUSTON	HARRIS	TX	77057						LA	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BUCKNER D. ROANE	7137857552	1/16/1991 0:00	7/22/1991 0:00
19900019	1990	CANLAN OIL CO	2056	P.O. BOX 3620	HOUMA	TERREBONNE	LA	70361						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"LLOYD A. RAGAS JR., CONSULTANT (SAFETY)"	5048684963	1/16/1991 0:00	7/22/1991 0:00
19900020	1990	ANR PRODUCTION CO	26363	P.O. BOX 2764	CORPUS CHRISTI	NUECES	TX	78403	9 GREENWAY PLAZA	HOUSTON	HARRIS	TX	77046	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LENA ROGGEMAN	5128873909	1/16/1991 0:00	7/22/1991 0:00
19900021	1990	LILLIS MICHAEL D	11486	P.O. BOX 3332	MIDLAND		TX	79702						TX	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL D. LILLIS / OPERATOR	9156851488	1/16/1991 0:00	7/22/1991 0:00
19900022	1990	CHEVRON PIPE LINE CO	2731	87 I-10 NORTH SUITE 200	BEAUMONT	JEFFERSON	TX	77707	P.O. BOX 7141	SAN FRANCISCO		CA	94120	TX	0	181	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	170	2	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	170	2	0	0	181	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	J.T. NUCKELS	4098393130	1/16/1991 0:00	5/7/1992 0:00
19900023	1990	UCAR CARBON CO - SUBSIDIARY OF UNION CARBIDE	20048	P.O. BOX 2170	CLARKSBURG	HARRISON	WV	26301						WV	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"KENNETH E. CURRY, CHIEF PH ENGINEER"	3046241266	1/16/1991 0:00	7/22/1991 0:00
19900024	1990	KTX MANAGEMENT CO	10341	523 PETROLEUM TOWER	CORPUS CHRISTI	NUECES	TX	78474						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DOLORES CODY/ RRC AGENT	5128827665	1/16/1991 0:00	7/22/1991 0:00
19900025	1990	KANSAS INDUSTRIAL ENERGY SUPPPLY CO	10029	P.O. BOX 7730 M/S K11-34	WICHITA	SEDGWICK	KS	67277						KS	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10	0	0	0	14	0	24	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	20	4	0	0	0	24	0	0	0	0	0	0	0	0	20	10	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"G. LAWRENCE KELLER, JR. GENERAL MANAGER"	3165267371	1/16/1991 0:00	7/22/1991 0:00
19900026	1990	BIRTHRIGHT GAS PROCESSING LTD	1455	"ROUTE 1, BOX 102"	DIKE	HOPKINS	TX	75437	"5949 SHERRY LANE, SUITE 755"	DALLAS		TX	75225	TX	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LINDA CROUCH	9039452546	1/16/1991 0:00	7/22/1991 0:00
19900027	1990	ENSERCH PROCESSING PARTNERS LTD	25155	P.O. BOX 526	CHICO	JACK	TX	76030	"4849 GREENVILLE AVENUE, SUITE 1300"	DALLAS		TX	75206	TX	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H.B. SHERWOOD - PLANT SUPERINTENDENT	8175673162	1/16/1991 0:00	7/22/1991 0:00
19900028	1990	PANHANDLE PRODUCING CO	15111	"601 NW LOOP 410, SUITE 808"	SAN ANTONIO	BEXAR	TX	78216						TX	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SUE DIAL	5123404171	1/16/1991 0:00	7/22/1991 0:00
19900029	1990	GAS GATHERING CORP	6155	560 S. MORRISON BLVD	HAMMOND	TANGIPAHOA	LA	70403						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	31	0	0	0	0	0	0	0	0	3	28	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"HAROLD A. COURTNEY, VICE PRESIDENT"	5043455340	1/16/1991 0:00	7/22/1991 0:00
19900030	1990	HARDIN GAS GATHERING INC	7057	311 TRAVIS	LIBERTY	LIBERTY	TX	77575						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"J. TOM POYNOR, PRESIDENT"	4093363665	1/16/1991 0:00	7/22/1991 0:00
19900031	1990	CONOCO INC	13131	P.O. BOX 743	HENNESSEY	KINGFISHER	OK	73742	"P.O. BOX 2197, SUITE HU # 3048"	HOUSTON		TX	77254	OK	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	5	21	0	0	26	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	16	21	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DUANE	4058532740	1/16/1991 0:00	7/22/1991 0:00
19900032	1990	AMOCO PRODUCTION CO	450	200 AMOCO COURT	FARMINGTON	SAN JUAN	NM	87401	200 EAST RANDOLPH DRIVE	CHICAGO		IL	60601	NM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	15	0	0	0	0	0	0	0	0	10	5	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B.D. SHAW	5053269219	1/16/1991 0:00	7/22/1991 0:00
19900033	1990	CARLESS RESOURES INC	2083	363 N. SAM HOUSTON PKWY. E. #1000	HOUSTON	HARRIS	TX	77060						TX	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"DONNA GROZIER, PRODUCTION TECH"	7134471700	1/16/1991 0:00	7/22/1991 0:00
19900034	1990	LUMAR GAS GATHERING SYSTEM	11879	P.O. BOX 5769	LITTLE ROCK	PULASKI	AR	72215	P.O. BOX 4028	DARIEN		CT	06820	AR	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"WRAY H. JONES, MANAGER"	5012247784	1/16/1991 0:00	7/22/1991 0:00
19900035	1990	CENTENNIAL NATURAL GAS CORP	2179	1900 MID-CONTINENT TOWER	TULSA		OK	74103						WY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	10	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	1	0	0	23	0	0	0	0	0	0	0	0	14	8	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JAMES ROTH	3076827760	1/25/1991 0:00	7/22/1991 0:00
19900036	1990	CHAMPION PRODUCTION CO	3468	900 FIRST PLACE	TYLER	SMITH	TX	75702						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"JOHN J. CHAMPION, OPERATION"	9035954636	1/16/1991 0:00	7/22/1991 0:00
19900037	1990	DU PONT E I DE NEMOURS & CO INC	3671	P.O. BOX 1217	PARKERSBURG	WOOD	WV	26102	10TH & MARKET STREETS	WILMINGTON		DE	19898	WV	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	FREDERICK L. PHILLIPS - DESIGNATED AGENT	3048632189	1/16/1991 0:00	7/22/1991 0:00
19900038	1990	ALCORN GAS GATHERING INC	25158	"3400 WEST MARSHALL AVENUE, SUITE 201"	LONGVIEW	GREGG	TX	75604						MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"J.P. KEETER, PRESIDENT"	9037592957	1/16/1991 0:00	7/22/1991 0:00
19900039	1990	DELVAN DEVELOPMENT CORP	3264	P.O. BOX 58	MCINTOSH	WASHINGTON	AL	36553						AL	0	50	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"CHARLES E. NEAL, VICE PRESIDENT"	2058296134	1/16/1991 0:00	7/22/1991 0:00
19900040	1990	DIAMOND SHAMROCK OFFSHORE PARTNERS	3366	"717 NORTH HARWOOD STREET, SUITE 3231"	DALLAS	DALLAS	TX	75201	"717 N. HARWOOD STREET, SUITE 3231"	DALLAS		TX	75201	LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"THOMAS G. BECNEL, SR. REGULATORY SPECIALIST"	2149532474	1/16/1991 0:00	7/22/1991 0:00
19900041	1990	DIAMOND SHAMROCK OFFSHORE PARTNERS	3366	"717 NORTH HARWOOD STREET, SUITE 3231"	DALLAS	DALLAS	TX	75201						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"THOMAS G. BECNEL, SR. REGUALTORY SPECIALIST"	2149532474	1/16/1991 0:00	7/22/1991 0:00
