RPTID	YR	NAME	OPID	OADDR	OCITY	OCNTY	OST	OZIP	HADDR	HCITY	HCNTY	HST	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	PNAME	PHONE	DOE	DOC
970015	97	GAS TRANSPORT INC                                 	6222	1410 HOCKING ROAD                       	BELPRE                   	WASHINGTON               	OH	45714	5640 LANCASTER-NEWARK RD. NE            	PLEASANTVILLE            	                         	OH	43148	WV OH                                           	7	33	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	1	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	1	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HOWARD L. BALDWIN                                           	7404232101	19980506	        
970016	97	"CLARKCO CONTRACTORS, INC                          "	854	"2506 LAKELAND DRIVE, SUITE 603          "	JACKSON                  	RANKIN                   	MS	39208	                                        	                         	                         	  	     	MS                                              	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHALMAS STINSON                                             	6019398080	19980506	        
970017	97	"STEWART & STEVENSON OPERATIONS, INC.              "	836	520 EAST TAYLOR ST.                     	SYRACUSE                 	ONONDAGA                 	NY	13202	16415 JACINTOPORT BLVD                  	HOUSTON                  	                         	TX	77015	NY                                              	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MARK R. JOHNSON                                             	3154748230	19980506	        
970018	97	SOUTH GEORGIA NATURAL GAS CO                      	18436	P.O. BOX 1279                           	THOMASVILLE              	THOMAS                   	GA	31799	P.O. BOX 2563                           	BIRMINGHAM               	                         	AL	35202	GA                                              	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KENNETH C. PETERS                                           	2053257554	19980506	        
970019	97	SOUTH GEORGIA NATURAL GAS CO                      	18436	P.O. BOX 1279                           	THOMASVILLE              	THOMAS                   	GA	31799	P.O. BOX 2563                           	BIRMINGHAM               	                         	AL	35202	GA FL AL                                        	0	895	0	0	0	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	359	252	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	359	252	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KENNETH C. PETERS                                           	2053257554	19980506	        
970020	97	MOBIL MINING & MINERALS CO                        	12621	2001 JACKSON ROAD. P.O. BOX 3447        	PASADENA                 	HARRIS                   	TX	77501	                                        	                         	                         	  	     	TX                                              	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBERT E. BONNEAU                                           	7139205393	19980506	        
970021	97	HATTIESBURG GAS STORAGE CO                        	7477	P.O. BOX 1183 1382 HWY 11 NORTH         	PETAL                    	FORREST                  	MS	39465	229 MILAM STREET                        	SHREVEPORT               	                         	LA	71101	MS                                              	26	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DAN BURGESS                                                 	6015452114	19980506	        
970022	97	GAP RUN PIPELINE COMPANY                          	30939	P.O. BOX 467                            	GOLDEN                   	JEFFERSON                	CO	80402	                                        	                         	                         	  	     	VA                                              	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DONALD W. MacDONALD                                         	3032773455	19980506	        
970023	97	BHP PETROLEUM AMERICAS REFINING INC               	26045	"1360 POST OAK BOULEVARD, SUITE 500      "	HOUSTON                  	HARRIS                   	TX	77056	                                        	                         	                         	  	     	LA                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	15	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RON CAMPBELL                                                	7139618421	19980506	        
970024	97	LAKEVILLE GAS ASSOC                               	26324	3615 ROCHESTER ROAD                     	LEONARD                  	OAKLAND                  	MI	48367	P.O. BOX 526                            	ROMEO                    	MACOMB                   	MI	48065	MI                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	21	0	0	0	0	0	0	0	0	15	6	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RONALD E. BACON                                             	3107526571	19980506	        
970025	97	INDECK ENERGY OF SILVER SPRINGS                   	843	1 INDECK DRIVE                          	SILVER SPRINGS           	WYOMING                  	NY	14550	                                        	                         	                         	  	     	NY                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TODD DOBMEIER                                               	###############################################################################################################################################################################################################################################################	19980506	        
970026	97	PACIFIC OFFSHORE PIPELINE CO                      	15022	12100 CALLE REAL                        	GOLETA                   	SANTA BARBARA            	CA	93117	P.O. BOX 30900                          	LOS ANGELES              	                         	CA	90030	CA                                              	0	2	0	0	0	0	0	2	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C.D. GALLAGHER                                              	8059687015	19980506	        
970027	97	"INTEGRATED SERVICES, INC                          "	876	233 S. DETROIT SUITE 203                	TULSA                    	TULSA                    	OK	74120	                                        	                         	                         	  	     	AR                                              	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RICHARD D. GIBBON II                                        	9185851437	19980506	        
970028	97	NEUMIN PRODUCTION CO.                             	30716	"103 FANNIN RD., PO BOX 769              "	POINT COMFORT            	CALHOUN                  	TX	77978	                                        	                         	                         	  	     	TX                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ED VAVRA                                                    	5129872603	19980506	        
970029	97	"ENMARK ENERGY, INC                                "	30666	855 S. PEAR ORCHARD ROAD SUITE 501      	RIDGELAND                	MADISON                  	MS	39157	                                        	                         	                         	  	     	MS                                              	0	61	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"CONNELL RADER, PRESIDENT                                    "	6019779111	19980506	        
970030	97	LAVACA PIPELINE CO                                	11272	"103 FANNIN ROAD, PO BOX 769             "	POINT COMFORT            	CALHOUN                  	TX	77978	                                        	                         	                         	  	     	TX                                              	0	112	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	91	12	0	0	112	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	9	92	12	0	0	113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ED VAVRA                                                    	5129878903	19980506	        
970031	97	WILLIAMETTE INDUSTRIES                            	30659	PO BOX 339                              	ALBANY                   	LIN                      	OR	97321	                                        	                         	                         	  	     	OR                                              	0	6	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GARY M. HODGES                                              	5419262281	19980506	        
970032	97	PIONEER NATURAL GAS CO                            	15602	PO BOX 585                              	PAWNEE                   	BEE                      	TX	78145	PO BOX 3178                             	MIDLAND                  	                         	TX	79702	TX                                              	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOB PATTON                                                  	5124567201	19980506	        
970033	97	"MIDWEST GRAIN PIPELINE, INC.                      "	30059	1300 MAIN ST                            	ATCHISON                 	ATCHISON                 	KS	66002	                                        	                         	                         	  	     	KS                                              	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	THEODORE F PELTZOR                                          	9133671480	19980506	        
970034	97	"LITTLE & WHYTE OPERATING, INC.                    "	30795	422 SOUTH BROADWAY                      	TYLER                    	SMITH                    	TX	75702	                                        	                         	                         	  	     	                                                	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Fayrene Richardson                                          	9035922290	19980506	        
970035	97	ALCORN GAS GATHERING INC                          	25158	1405 COLONY CIRCLE                      	LONGVIEW                 	GREGG                    	TX	75604	                                        	                         	                         	  	     	MS                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DEE DEE NESTER                                              	9032366808	19980506	        
970036	97	KISSIMMEE - ST CLOUD GAS INC                      	10291	2850 N BERMUDA AVE                      	KISSIMMEE                	OSCEOLA                  	FL	34741	                                        	                         	                         	  	     	                                                	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KENNETH W. LACKEY                                           	4079337777	19980506	        
970037	97	MICHAEL D. LILLIS                                 	30540	BOX 3332                                	MIDLAND                  	MIDLAND                  	TX	79702	                                        	                         	                         	  	     	TX                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL D. LILLIS - OPERATOR                                	9156851488	19980506	        
970038	97	SHANNON TRANSPORTATION INC                        	12754	125 SOUTH CONGRESS SUITE 1806           	JACKSON                  	HINDS                    	MS	39201	                                        	                         	                         	  	     	MS                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TERESA HEGWOOD                                              	6019444711	19980506	        
970039	97	MOON - HINES - TIGRETT OPERATING CO INC           	12755	125 S. CONGRESS ST. SUITE 1806          	JACKSON                  	HINDS                    	MS	39201	                                        	                         	                         	  	     	AL                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TERESA HEGWOOD                                              	6019444711	19980506	        
970040	97	MOBIL OIL CORP - WEST COAST SUPPLY & LOGISTICS    	26134	"3700 W. 190TH ST., TPT3                 "	TORRANCE                 	LOS ANGELES              	CA	90509	                                        	                         	                         	  	     	CA                                              	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T.L. JAMES                                                  	###############################################################################################################################################################################################################################################################	19980506	        
970041	97	MOBIL OIL CORP - WEST COAST SUPPLY & LOGISTICS    	26134	"3700 W. 190TH ST.,TPT3                  "	TORRANCE                 	LOS ANGELES              	CA	90509	                                        	                         	                         	  	     	CA                                              	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T.L. JAMES                                                  	3102121768	19980506	        
970042	97	LOUISIANA GAS DEVELOPMENT CORP                    	30925	"ONE TEXAS CENTER, 415 TEXAS, SUITE 333  "	SHREVEPORT               	CADDO                    	LA	71101	"415 TEXAS ST., SUITE 333                "	SHREVEPORT               	                         	LA	71101	LA                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GARY LAIN                                                   	3184292345	19980506	        
970043	97	HIGH ISLAND PIPELINE INC                          	7273	"774 HIGHWAY 90E., PO BOX 2618           "	HOUMA                    	TERREBONNE               	LA	70361	                                        	                         	                         	  	     	                                                	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	7	0	1	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WARREN REDDEN                                               	5048683030	19980506	        
970044	97	CONCORDE GAS GATHERING INC                        	2790	"333 TEXAS ST., SUITE 1425               "	SHEVEPORT                	CADDO                    	LA	71101	"601 JEFFERSON ST., SUITE 1100           "	HOUSTON                  	                         	T 	77002	                                                	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GARY LAIN                                                   	###############################################################################################################################################################################################################################################################	19980506	        
970045	97	"ENMARK ENERGY, INC                                "	30666	855 S. PEAR ORCHARD ROAD SUITE 501      	RIDGELAND                	MADISON                  	MS	39157	                                        	                         	                         	  	     	MS                                              	0	31	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JEFF THARPE                                                 	6019779111	19980506	        
