RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	PNAME	PHONE	DOE	DOC
19990309	1999	AIR LIQUIDE AMERICA CORP (MERGED WITH BIG THREE IN	842	2700 POST OAK BLVD - SUITE 1800	HOUSTON	HARRIS                   	TX	77056						TX	0	248	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	183	58	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	183	58	0	0	248	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELVIN W DOUGLASS	7134996081	2/29/2000 8:54	3/17/2000 7:55
19990893	1999	AIR PRODUCTS & CHEMICALS INC	117	391 DUNES HIGHWAY	BURNS HARBOR	PORTER	IN	46304-    	7201 HAMILTON BLVD	ALLENTOWN		PA	18195	OH	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K J STERNER	6104818422	3/21/2000 12:07	
19990897	1999	AIR PRODUCTS & CHEMICALS INC	117	700 HENRY FORD AVE	WILMINGTON	 	CA	90744-    	7201 HAMILTON BLVD	ALLENTOWN		PA	18195	CA	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K J STERNER	6104818422	3/21/2000 12:12	
19990894	1999	AIR PRODUCTS & CHEMICALS INC	117	"ROUTE 1, 10202 STRANG ROA"	LAPORTE	HARRIS	TX	77571	7201 HAMILTON BOULEVARD	ALLENTOWN		PA	18195	TX	0	160	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	128	11	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	128	11	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K J STERNER	6104818422	3/21/2000 12:08	
19990896	1999	AIR PRODUCTS & CHEMICALS INC	117	2820 QUIGLEY ROAD	CLEVELAND	CUYAHOGA	OH	44113	7201 HAMILTON BLVD	ALLENTOWN		PA	18195	OH	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K J STERNER	6104818422	3/21/2000 12:10	
19990898	1999	AIR PRODUCTS & CHEMICALS INC	117	14700 INTERCOASTAL DRIVE	NEW ORLEANS		LA	70129	7201 HAMILTON BLVD	ALLENTOWN		PA	18195	LA	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K J STERNER	6104818422	3/21/2000 12:13	
19990899	1999	AIR PRODUCTS & CHEMICALS INC	117	P. O. BOX 1010	PLAQUEMINE	WEST BATON ROUGE	LA	70765	7201 HAMILTON BOULEVARD	ALLENTOWN		PA	18195	LA	0	87	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	24	56	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	24	56	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K. J. STERNER	6104818422	3/21/2000 12:14	
19990350	1999	AIR PRODUCTS AND CHEMICALS/GSF	30761	700 HENRY FORD AVE	WILMINGTON	LOS ANGELES	CA	-9-0744	7201 HAMILTON BLVD	ALLENTOWN		PA	18195-    	CA	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JOSEPH VAN VORREN	3109529172	3/2/2000 14:55	9/6/2000 8:15
19990895	1999	AIR PRODUCTS MANUFACTURING CO.	30847	10202 STRANG ROAD	LA PORTE	HARRIS	TX	77571	7201 HAMILTON BLVD.	ALLENTOWN		PA	18195	TX	0	74	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K.J. STERNER	6104818422	3/21/2000 12:09	
19990303	1999	AJAX PIPELINE CO	144	900 PENNSYLVANIA AVENUE	CHARLESTON		WV	25302						WV	2	1	2	2	0	20	0	27	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	22	0	0	0	27	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	18	22	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ED H. MAIER - PRESIDENT	3043432201	2/24/2000 12:57	
19991096	1999	AK STEEL CORP	31225	1801 CRAWFORD ST DOOR 600	MIDDLETOWN	BUTLER	OH	45043	703 CURTIS ST	MIDDLETOWN	BUTLER	OH	45043	OH	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LEE PUDVAN	5134253207	4/5/2000 8:58	
19990801	1999	ALABAMA GAS CORP (EX. MARENGO CORP PROPERTY)	180	605 RICHARD ARRINGTON JR 	BIRMINGHAM	JEFFERSON	AL	35203						AL	0	305	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	148	141	1	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	148	141	1	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DANIEL L BRYANT	2053268473	3/17/2000 7:46	
19990598	1999	ALASKA PIPELINE CO	207	3000 SPENARD ROAD P.O. BO	ANCHORAGE	ANCHORAGE	AK	99519						AK	0	377	0	0	0	0	0	377	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	98	259	0	0	377	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	98	276	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	DREW SMITH	9072643744	3/14/2000 9:52	6/8/2000 11:41
19990023	1999	ALCORN GAS GATHERING INC	25158	1405 COLONY CIRCLE	LONGVIEW	GREGG	TX	75604						MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DEE DEE NESTER	9032366808	1/11/2000 8:19	1/11/2000 8:21
19991162	1999	ALERT OIL & GAS CO INC	250	P.O. BOX 3456	PIKEVILLE	PIKE	KY	41502						KY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	STEPHEN G. JENKINS	6068748041	6/2/2000 7:24	
19990621	1999	ALGONQUIN GAS TRANSMISSION CO (DUKE)	288	5400 WESTHEIMER COURT	HOUSTON	HARRIS	TX	77056						NJ NY CT RI MA	0	1059	0	0	0	0	0	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	229	233	300	256	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	229	233	300	256	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JOHN PEPPER 	7136276388	3/14/2000 10:23	
19990909	1999	ALLIANT ENERGY DESDEMONA LP	31400	1801 CR 495	DESDEMONA		TX	76445-    	908 TOWN & COUNTRY	HOUSTON		TX	77024-    	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	31	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	60	0	0	0	125	0	0	0	0	0	0	0	0	65	60	0	0	0	125	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JOHN GILLIES	7136478333	4/5/2000 13:06	
19990029	1999	ALTURA ENERGY LTD.	31140	HCR 1 BOX 90	DENVER		TX	79323	580 WESTLAKE PARK BLVD	HOUSTON	HARRIS                   	TX	79079	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	11	0	0	0	0	0	0	0	0	0	10	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G L HOBBS	8065926224	1/11/2000 10:25	
19990431	1999	ALTURA ENERGY LTD.	31140	PO BOX 1140	SUNDOWN	HOCKLEY	TX	79732	580 WESTLAKE PARK	HOUSTON	HARRIS	TX	77079	TX	0	55	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBERT M NEWBERRY	8062299756	3/6/2000 13:07	6/22/2000 14:45
19990832	1999	ALTURA ENERGY LTD.	31140	580 WESTLAKE PARK BLVD	HOUSTON	HARRIS	TX	77210-    	580 WESTLAKE PARK BLVD	HOUSTON	HARRIS	TX	77079	NM	0	1	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G TRENT ADCOCK	2815521327	3/17/2000 10:39	
19990833	1999	ALTURA ENERGY LTD.	31140	580 WESTLAKE PARK BLVD	HOUSTON	HARRIS	TX	79079-    	580 WESTLAKE PARK	HOUSTON	HARRIS	TX	77079	TX	0	6	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	6	5	0	0	0	11	0	0	0	0	0	0	0	0	2	12	1	0	0	15	0	0	0	0	0	0	0	0	8	17	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G TRENT ADCOCK	2815521327	3/17/2000 10:42	
19990671	1999	"ALUMINUM CO OF AMERICA, WARRICK OPERATIONS"	388	P.O. BOX 10	NEWBURGH	WARRICK	IN	47629						IN	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J A HEMPHILL	8128534141	3/14/2000 15:24	3/14/2000 15:25
19990821	1999	ALYESKA PIPELINE SERVICE CO	26149	1835 SOUTH BRAGAW ST MS 8	ANCHORAGE	ANCHORAGE	AK	99512						AK	0	114	0	34	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LEON SCHOEH	9074505776	3/17/2000 10:22	
19990121	1999	AMERADA HESS CORP	386	2375 MCNEILY	VIDOR	ORANGE	TX	77662	P.O.BOX 2040	HOUSTON		TX	77252	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	8	0	0	0	0	0	0	0	0	1	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HIEP S VU	7136094887	1/28/2000 10:13	5/9/2000 14:14
