RPTID	YR	NAME	OPID	OADDR	OCITY	OCNTY	OST	OZIP	HADDR	HCITY	HCNTY	HST	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	PNAME	PHONE	DOE	DOC
950513	95	OHIO INTRASTATE GAS TRANSMISSION CO               	14148	P. O. BOX 430                           	LANCASTER                	FAIRFIELD                	OH	43130	                                        	                         	                         	  	     	OH                                              	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HOBY GRISET                                                 	###############################################################################################################################################################################################################################################################	19960411	        
950514	95	NORTHERN NATURAL GAS CO (ENRON)                   	13750	"P.O. BOX 1188, 1400 SMITH STREET        "	HOUSTON                  	HARRIS                   	TX	77251	111 SO. 103RD STREET                    	OMAHA                    	                         	NE	68124	LA MN MI IL NM SD KS WI MT IA NE OK TX          	1306	13653	393	0	0	2	0	15354	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	54	0	159	0	0	0	0	0	159	0	3556	3756	3439	2413	2190	15354	0	0	0	0	0	0	0	0	0	16	35	3	0	54	0	3	38	81	37	0	159	0	3559	3810	3555	2453	2190	15567	23	0	1	0	3	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	JOHN WM. CASKEY                                             	###############################################################################################################################################################################################################################################################	19960411	        
950515	95	EXXON CORP                                        	4908	P.O. BOX 4358 (16945 NORTHCHASE DR)     	HOUSTON                  	HARRIS                   	TX	77210	P O BOX 2180                            	HOUSTON                  	HARRIS                   	TX	77252	OK                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	3	0	0	16	0	0	0	0	0	0	0	0	5	8	3	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"J. J. LANE, III                                             "	###############################################################################################################################################################################################################################################################	19960411	        
950516	95	MISSISSIPPI VALLEY GAS                            	12582	711 WEST CAPITOL STREET                 	JACKSON                  	HINDS                    	MS	39207	                                        	                         	                         	  	     	MS                                              	0	277	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	265	11	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	265	11	0	0	277	17	0	0	0	23	0	0	0	4	0	0	0	91	0	0	0	29	0	0	0	0	0	0	0	PAUL D. NOEL - DIRECTOR OF OPERATING                        	###############################################################################################################################################################################################################################################################	19960411	        
950517	95	BOSTON GAS CO                                     	1640	201 RIVERMOOR STREET                    	BOSTON                   	SUFFOLK                  	MA	2132	ONE BEACON STREET                       	BOSTON                   	                         	MA	2108	MA                                              	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DINO PAPETTI - STAFF ENGINEER                               	###############################################################################################################################################################################################################################################################	19960411	        
950518	95	CONSUMERS POWER CO                                	2748	"1945 W. PARNALL RD, ROOM P-11-228A      "	JACKSON                  	JACKSON                  	MI	49201	212 W. MICHIGAN AVENUE                  	JACKSON                  	JACKSON                  	MI	49201	MI                                              	5	1621	0	0	0	0	0	1626	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	57	490	581	365	133	1626	0	0	0	0	0	0	0	0	15	20	0	0	0	35	0	0	0	0	0	0	0	0	72	510	581	365	133	1661	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	W. J. DEVRIES                                               	###############################################################################################################################################################################################################################################################	19960411	        
950519	95	JACKSON PIPELINE CO                               	9045	1945 W. PARNALL ROAD ROOM P-11-228A     	JACKSON                  	JACKSON                  	MI	49201	300 TOWN CENTER DRIVE                   	DEARBORN                 	WAYNE                    	MI	48126	MI                                              	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W. J. DEVRIES                                               	###############################################################################################################################################################################################################################################################	19960411	        
950520	95	CMS GAS TRASNMISSION CO                           	30688	"1945 W PARNALL RD, ROOM P-11-228A       "	JACKSON                  	JACKSON                  	MI	49201	"330 TOWN CENTER DRIVE, SUITE 1000       "	DEARBORN                 	WAYNE                    	MI	48126	MI                                              	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W J DEVRIES                                                 	###############################################################################################################################################################################################################################################################	19960411	        
950521	95	MICHIGAN GAS STORAGE CO                           	12414	"1945 W. PARNALL ROAD, ROOM P-11-228A    "	JACKSON                  	JACKSON                  	MI	49201	212 W. MICHIGAN AVE                     	JACKSON                  	JACKSON                  	MI	49201	MI                                              	0	675	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	52	219	292	23	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	52	219	292	23	675	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W. J. DEVRIES                                               	###############################################################################################################################################################################################################################################################	19960411	        
950522	95	NORTHERN MICHIGAN EXPLORATION COMPANY             	30595	"1945 W. PARNALL RD, ROOM P-11-228A      "	JACKSON                  	JACKSON                  	MI	49201	ONE JACKSON SQUARE                      	JACKSON                  	JACKSON                  	MI	49201	MI                                              	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W J DEVRIES                                                 	###############################################################################################################################################################################################################################################################	19960411	        
950523	95	CONSTITUTION GAS TRANSPORT CO                     	2710	RT 4 BOX 216-A                          	MARIETTA                 	WASHINGTON               	OH	45750	SUITE 700 CLIFT BUILDING 10 W. BROADWAY 	SALT LAKE CITY           	                         	UT	84101	OH                                              	0	1	0	0	0	15	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WARREN BLAKEMORE                                            	###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	        
950524	95	COLONIAL GAS CO - LOWELL DIV                      	11856	775 DUTTON STREET                       	LOWELL                   	MIDDLESEX                	MA	1854	40 MARKET STREET                        	LOWELL                   	                         	MA	1852	MA                                              	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WILLIAM PORTUESE                                            	###############################################################################################################################################################################################################################################################	19960411	        
950525	95	MONTANA - DAKOTA UTILITIES CO                     	12684	400 NORTH FOURTH STREET                 	BISMARCK                 	BURLEIGH                 	ND	58501	                                        	                         	                         	  	     	MT                                              	0	19	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ED WILLIAMS                                                 	###############################################################################################################################################################################################################################################################	19960411	        
950526	95	MONTANA - DAKOTA UTILITIES CO                     	12684	400 NORTH FOURTH STREET                 	BISMARCK                 	BURLEIGH                 	ND	58501	                                        	                         	                         	  	     	ND                                              	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ED WILLIAMS                                                 	###############################################################################################################################################################################################################################################################	19960411	        
950527	95	"WALSENBURG, CITY OF                               "	22112	525 SOUTH ALBERT                        	WALSENBURG               	HUERFANO                 	CO	81089	                                        	                         	                         	  	     	CO                                              	0	34	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GABRIEL GAYTAN                                              	###############################################################################################################################################################################################################################################################	19960411	        
950528	95	AMARILLO NATURAL GAS INC                          	383	6601 I-40 WEST #2                       	AMARILLO                 	POTTER                   	TX	79106	                                        	                         	                         	  	     	TX                                              	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JERRY SIMMONS                                               	###############################################################################################################################################################################################################################################################	19960411	        
950529	95	PAIUTE PIPELINE CO                                	15033	5241 SPRING MOUNTAIN ROAD               	LAS VEGAS                	CLARK                    	NV	89102	P.O. BOX 94197                          	LAS VEGAS                	                         	NV	89193	NV                                              	0	811	0	0	0	0	0	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	369	413	0	0	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	369	413	0	0	811	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	MARK R. HAUGHT                                              	###############################################################################################################################################################################################################################################################	19960411	        
950530	95	SOUTHWEST GAS CORP                                	18536	5241 SPRING MOUNTAIN ROAD               	LAS VEGAS                	CLARK                    	NV	89102	P.0. BOX 98510                          	LAS VEGAS                	                         	NV	89193	CA                                              	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MARK R. HAUGHT                                              	###############################################################################################################################################################################################################################################################	19960411	        
950531	95	PAISANO TRANSMISSION CO                           	15036	P.O. BOX 1165 - 113 WEST ALEXANDER      	THREE RIVERS             	LIVE OAK                 	TX	78071	                                        	                         	                         	  	     	TX                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JO-AN BOOTH                                                 	###############################################################################################################################################################################################################################################################	19960411	        
950532	95	UCAR PIPELINE INCORPORATED                        	19892	P.O. BOX 186                            	PORT LAVACA              	CALHOUN                  	TX	77979	                                        	                         	                         	  	     	LA TX                                           	0	348	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K. A. MCKNIGHT                                              	###############################################################################################################################################################################################################################################################	19960411	        
950533	95	UCAR PIPELINE INCORPORATED                        	19892	P.O. BOX 186                            	PORT LAVACA              	CALHOUN                  	TX	77979	                                        	                         	                         	  	     	LA                                              	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K.A. MCKNIGHT                                               	###############################################################################################################################################################################################################################################################	19960411	        
950534	95	UCAR LOUISIANA PIPELINE CO                        	19890	P.O. BOX 186                            	PORT LAVACA              	CALHOUN                  	TX	77979	                                        	                         	                         	  	     	LA                                              	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	K.A. MCKNIGHT                                               	###############################################################################################################################################################################################################################################################	19960411	        
950535	95	CHEYENNE LIGHT FUEL & POWER                       	2332	"1123 W. 3RD AVENUE, ROOM 106            "	DENVER                   	DENVER                   	CO	80223	P.O. BOX 1409                           	CHEYENNE                 	                         	WY	82003	WY                                              	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	7	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	7	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBERT C BLACKBURN                                          	###############################################################################################################################################################################################################################################################	19960411	        
950536	95	CLEARFIELD MUNICIPAL GAS SYSTEM                   	2480	200 S. MAIN                             	LENOX                    	TAYLOR                   	IA	50851	                                        	                         	                         	  	     	IA                                              	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KAREN ZABEL                                                 	###############################################################################################################################################################################################################################################################	19960411	        
950537	95	LENOX MUNICIPAL GAS SYSTEM                        	11384	200 S. MAIN                             	LENOX                    	TAYLOR                   	IA	50851	                                        	                         	                         	  	     	IA                                              	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KAREN ZABEL                                                 	###############################################################################################################################################################################################################################################################	19960411	        
950538	95	BRIDGELINE GAS DISTRIBUTION LLC                   	1734	P.O. BOX 60252                          	NEW ORLEANS              	ORLEANS                  	LA	70160	P.O. BOX 60252                          	NEW ORLEANS              	                         	LA	70160	LA                                              	0	707	0	0	0	0	0	707	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	122	0	0	0	0	0	122	0	14	102	449	85	57	707	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	1	16	56	23	25	121	0	15	118	506	108	88	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KEITH J. DUET                                               	###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	19961126
950539	95	WISCONSIN GAS CO                                  	22763	626 EAST WISCONSIN AVENUE               	MILWAUKEE                	MILWAUKEE                	WI	53202	                                        	                         	                         	  	     	WI                                              	0	164	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	75	46	31	1	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	75	46	31	1	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GREGORY B. SCHROEDER                                        	###############################################################################################################################################################################################################################################################	19960411	        
950540	95	MOUNTAIN FUEL RESOURCES INC (NOW-QUESTAR P/L CO)  	12874	79 SOUTH STATE STREET                   	SALT LAKE CITY           	SALT LAKE                	UT	84111	                                        	                         	                         	  	     	CO UT WY                                        	2	1734	18	0	0	0	0	1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	448	1242	27	0	1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	448	1242	27	0	1754	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R.S. JORGENSEN                                              	###############################################################################################################################################################################################################################################################	19960411	        
