RPTID	YR	NAME	OPID	OADDR	OCITY	OCNTY	OST	OZIP	HADDR	HCITY	HCNTY	HST	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	PNAME	PHONE	DOE	DOC
960011	96	KENTUCKY ENERGY TRANSMISSION COMPANY              	30887	"ROUTE 4, BOX 185                        "	ALBANY                   	                         	KY	42602	                                        	                         	                         	  	     	KY                                              	0	3	0	0	0	28	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	0	0	0	21	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	13	18	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	0	0	0	0	0	0	KENNETH TURNER                                              	6063876976	19970203	        
960012	96	EXXON CO USA - SANTA YNEZ UNIT                    	30072	225 WEST HILLCREST DRIVE                	THOUSAND OAKS            	VENTURA                  	CA	91360	800 BELL STREET                         	HOUSTON                  	                         	TX	77002	CA                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BRIAN HANSEN                                                	8054942363	19970203	        
960013	96	ATP OIL & GAS CORPORATION                         	118	4299 SAN FELICE SUITE 230               	HOUSTON                  	HARRIS                   	TX	77027	                                        	                         	                         	  	     	LA                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	8	0	2	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL OVERBEY                                             	7136223311	19970203	        
960014	96	GAYLYN INC                                        	3082	P.O. BOX 280                            	CROSS PLAINS             	CALLAHAN                 	TX	76443	                                        	                         	                         	  	     	TX                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RICK POTTER                                                 	8177257423	19970203	        
960015	96	HIGH ISLAND PIPELINE INC                          	7273	"774 HIGHWAY 90E., PO BOX 2618           "	HOUMA                    	TERREBONNE               	LA	70361	                                        	                         	                         	  	     	LA                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	7	0	1	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WARREN REDDEN                                               	5048683030	19970203	        
960016	96	ELF EXPLORATION INC                               	3625	1000 LOUISIANA SUITE 3800               	HOUSTON                  	HARRIS                   	TX	77002	                                        	                         	                         	  	     	TX                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	28	0	0	0	46	0	18	28	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JOHN ILLEMAN                                                	7137392138	19970203	        
960017	96	NORTHERN STATES POWER CO                          	13780	7100 E RICE STREET                      	SIOUX FALLS              	MINNEHAHA                	SD	57103	414 NICOLLET MALL                       	MINNEAPOLIS              	HENNEPIN                 	MN	55401	SD                                              	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Gloria Tieszen                                              	6053398270	19970203	        
960018	96	"LITTLE & WHYTE OPERATING, INC.                    "	30795	422 SOUTH BROADWAY                      	TYLER                    	SMITH                    	TX	75702	                                        	                         	                         	  	     	                                                	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fayrene Richardson                                          	9035922290	19970203	        
960019	96	BLUE DOLPHIN PIPELINE CO                          	1552	11 GREENWAY PLAZA SUITE 1606            	HOUSTON                  	HARRIS                   	TX	77046	                                        	                         	                         	  	     	TX                                              	0	3	0	0	0	0	0	3	0	37	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	16	0	0	0	3	0	0	3	0	0	0	37	0	0	37	0	0	0	0	0	0	0	0	0	16	0	0	0	16	0	0	16	40	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VERNON R. LUNING                                            	7136213993	19970203	        
960020	96	EXXON PIPELINE CO                                 	4906	P.O.BOX 2220                            	HOUSTON                  	HARRIS                   	TX	77252	                                        	                         	                         	  	     	LA                                              	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T.G. Jackson                                                	7136562258	19970203	        
960021	96	SOUTHERN GAS TRANSMISSION CO                      	18499	P.O. BOX 1483                           	MOBILE                   	MOBILE                   	AL	36633	                                        	                         	                         	  	     	AL                                              	0	50	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GORDON L. ROYCE                                             	3344504747	19970203	        
960022	96	BAY GAS STORAGE CO. LTD.                          	30026	PO BOX 1368                             	MOBILE                   	MOBILE                   	AL	36633	                                        	                         	                         	  	     	AL                                              	0	23	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	22	0	0	23	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	23	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GORDON L. ROYCE                                             	3344504747	19970203	        
960023	96	MOUNTAINEER GAS SERVICES                          	25170	414 SUMMERS STREET                      	CHARLESTON               	KANAWHA                  	WV	25301	414 SUMMERS STREET                      	CHARLESTON               	KANAWHA                  	WV	25301	WV                                              	13	25	88	0	0	0	0	126	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	17	109	0	0	0	126	0	0	0	0	0	0	0	0	3	3	0	0	0	6	0	0	0	0	0	0	0	0	20	112	0	0	0	132	21	0	2	0	0	0	0	0	1	0	0	0	4	0	0	0	29	1	0	0	0	0	0	0	T A ROSE                                                    	3043470549	19970203	        
960024	96	PPG INDUSTRIES INC                                	15825	PO BOX 1000                             	LAKE CHARLES             	CALCASIEU                	LA	70602	ONE PPG PLACE                           	PITTSBURGH               	                         	PA	15272	LA TX                                           	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	40	1	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	40	1	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DAVID BENTON                                                	3184914583	19970203	        
960025	96	SNG INTRASTATE PIPELINE INC (NOW SONAT INTRAST)   	18370	402 THIRD STREET S. E.                  	FAYETTE                  	FAYETTE                  	AL	35555	P.O. BOX 2563                           	BIRMINGHAM               	                         	AL	35202	AL                                              	0	424	23	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	195	89	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	195	89	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RAYMOND W. SETTLE                                           	2059323266	19970203	        
960026	96	BEAR FORK GAS CO                                  	1221	P.O. BOX 139 LITTLE CREEK ROAD          	PIKEVILLE                	PIKE                     	KY	41501	                                        	                         	                         	  	     	KY                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	JEFF HATFIELD                                               	6064324171	19970203	        
960027	96	"PINEDALE NATURAL GAS, INC                         "	967	619 SOUTH PINE ST (BOX 649)             	PINEDALE                 	SUBLETTE                 	WY	82941	                                        	                         	                         	  	     	WY                                              	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D F RASMUSSEN                                               	3073674427	19970203	        
960028	96	HASKELL PUBLIC WORKS AUTH                         	7130	P.O. DRAWER 9                           	HASKELL                  	MUSKOGEE                 	OK	74436	                                        	                         	                         	  	     	OK                                              	0	0	0	0	0	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	9	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	9	0	0	0	30	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	ROBIN POINTS                                                	9184825518	19970203	19970401
960029	96	ENRON OIL & GAS CO                                	4461	"539 N. CARANCAHUA, SUITE 800            "	CORPUS CHRISTI           	                         	TX	78401	                                        	                         	                         	  	     	                                                	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KATHERINE GRAY                                              	5128872606	19970203	        
960030	96	SAMSON RESOURCES COMPANY                          	30056	"ROUTE 3, BOX 100                        "	FAYETTE                  	FAYETTE                  	AL	35555	2 WEST 2ND STREET                       	TULSA                    	TULSA                    	OK	74103	AL                                              	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ERIC MOSS                                                   	9185831791	19970203	        
960031	96	"NEW MEXICO NATURAL GAS, INC.                      "	4604	3615 W. PIONEER PKWY #D                 	ARLINGTON                	TARRANT                  	TX	76013	                                        	                         	                         	  	     	TX                                              	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GAILE CONAWAY                                               	8175480444	19970203	        
960032	96	DISCORBIS CORP                                    	3418	"3400 CITY CENTER TOWER II, 301 COMMERCE "	FORT WORTH               	TARRANT                  	TX	76102	                                        	                         	                         	  	     	TX                                              	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SABRINA BONNER                                              	8173352222	19970203	        
960033	96	PENNZOIL EXPLORATION & PRODUCTION CO              	15263	P.O. BOX 270                            	CARTHAGE                 	PANOLA                   	TX	75633	P.O. BOX 2967                           	HOUSTON                  	                         	TX	77252	TX                                              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FRANCES PROHASKA                                            	9036937196	19970203	        
960034	96	CONOCO INC (AKA CONOCO PIPE LINE)                 	13131	9701 N.W. 4TH                           	OKLAHOMA                 	OKLAHOMA                 	OK	73127	                                        	                         	                         	  	     	                                                	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	18	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	188	33	0	0	279	0	0	0	0	0	0	0	0	58	188	33	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JACKSON MOODY                                               	4057874212	19970203	        
960035	96	KERN RIVER GAS TRANSMISSION CO                    	844	295 CHIPETA WAY M/S 3CI                 	SALT LAKE                	SALT LAKE                	UT	84108	                                        	                         	                         	  	     	WY                                              	0	85	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	69	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	69	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GARY ROBERTS                                                	8015846738	19970203	        
960036	96	KERN RIVER GAS TRANSMISSION CO                    	844	295 CHIPETA WAY M/S 3CI                 	SALT LAKE                	SALT LAKE                	UT	84108	                                        	                         	                         	  	     	UT                                              	0	372	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GARY ROBERTS                                                	8015846738	19970203	        
960037	96	KERN RIVER GAS TRANSMISSION CO                    	844	295 CHIPETA WAY M/S 3CI                 	SALT LAKE                	SALT LAKE                	UT	84108	                                        	                         	                         	  	     	NV                                              	0	147	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	146	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	146	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GARY ROBERTS                                                	8015846738	19970203	        
960038	96	KERN RIVER GAS TRANSMISSION CO                    	844	295 CHIPETA WAY M/S 3CI                 	SALT LAKE                	SALT LAKE                	UT	84108	                                        	                         	                         	  	     	CA                                              	0	103	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GARY ROBERTS                                                	8015846738	19970203	        
960039	96	SOUTH GEORGIA NATURAL GAS CO                      	18436	P.O. BOX 1279                           	THOMASVILLE              	THOMAS                   	GA	31799	P.O. BOX 2563                           	BIRMINGHAM               	                         	AL	35202	GA                                              	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KENNETH C. PETERS                                           	2053257554	19970203	        
960040	96	SOUTH GEORGIA NATURAL GAS CO                      	18436	P.O. BOX 1279                           	THOMASVILLE              	THOMAS                   	GA	31799	P.O. BOX 2563                           	BIRMINGHAM               	                         	AL	35202	GA FL AL                                        	0	895	0	0	0	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	359	252	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	359	252	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KENNETH C. PETERS                                           	2053257554	19970203	        
960041	96	COASTAL STATES GAS TRANSMISSION CO                	2527	9 GREENWAY PLAZA                        	HOUSTON                  	HARRIS                   	TX	77046	9 GREENWAY PLAZA                        	HOUSTON                  	HARRIS                   	TX	77046	TX LA AL                                        	0	39	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	66	0	8	0	0	0	0	0	8	0	6	7	26	0	0	39	0	0	0	0	0	0	0	0	27	30	9	0	0	66	0	0	8	0	0	0	8	0	33	45	35	0	0	113	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	KELLY L VARNADO  - OPERATIONS MANAGER                       	7138776198	19970203	19970702
